ProteinId	GeneSymbol	glucose
YBR127C	VMA2	31180
YKR046C	PET10	2699.29
YHR202W	YHR202W	1627.63
YLR114C	AVL9	9174.71
YKL041W	VPS24	4285.8
YGR084C	MRP13	2025.61
YKR100C	SKG1	2994.65
YML081W	TDA9	4180.98
YJR063W	RPA12	2446.38
YNL001W	DOM34	7720.1
YKR082W	NUP133	18529.6
YBR067C	TIP1	613.16
YER182W	FMP10	1995.58
YMR246W	FAA4	14243.5
YDR208W	MSS4	3385.18
YLR175W	CBF5	13975.1
YOL006C	TOP1	19204.8
YDR310C	SUM1	12246.4
YLR260W	LCB5	3579.72
YNR035C	ARC35	6788.27
YFR032C-A	RPL29	4268.33
YGR081C	SLX9	4555.44
YER051W	JHD1	2333.82
YKL050C	YKL050C	416.414
YHR216W	IMD2	23528.3
YLR432W	IMD3	11765.6
YGL112C	TAF6	6766.31
YBR117C	TKL2	2347.86
YPR074C	TKL1	43492.8
YGL120C	PRP43	20115
YIL148W	RPL40A	37412.1
YOR128C	ADE2	9570.99
YFL004W	VTC2	19959.2
YIR007W	YIR007W	2073.87
YJL155C	FBP26	3157.1
YPR065W	ROX1	2226.26
YDR238C	SEC26	31322.4
YLR436C	ECM30	2253.98
YNL032W	SIW14	2638.15
YML126C	ERG13	23385.4
YHR207C	SET5	5763.46
YDR027C	VPS54	4181.29
YIL035C	CKA1	2968.55
YJR032W	CPR7	6516.65
YDL029W	ARP2	12420
YBR049C	REB1	8249.49
YDR026C	YDR026C	1550.65
YGR178C	PBP1	10729
YOR249C	APC5	533.895
YBL085W	BOI1	13751.1
YBL039C	URA7	50296.8
YOR058C	ASE1	744.573
YLR221C	RSA3	5009.91
YNL071W	LAT1	16915.2
YBL019W	APN2	2774.29
YBR263W	SHM1	20793.2
YLR067C	PET309	1293.12
YIL030C	SSM4	8479.7
YDR512C	EMI1	1250.29
YLR258W	GSY2	2445.39
YAL047C	SPC72	3132.36
YDL116W	NUP84	8232.15
YDR486C	VPS60	1563.55
YFR031C	SMC2	10994
YNL221C	POP1	6489.06
YMR207C	HFA1	7314.55
YHR182W	YHR182W	3360.22
YIL115C	NUP159	19686.1
YJR090C	GRR1	3989.83
YLR319C	BUD6	9588.52
YJL111W	CCT7	23080.9
YKL022C	CDC16	2240.47
YJL147C	YJL147C	1093.08
YKL045W	PRI2	4282.44
YGR099W	TEL2	3555.37
YLR393W	ATP10	2049.63
YLR256W	HAP1	2340.73
YLR410W	VIP1	20665.8
YDR103W	STE5	4779.95
YPL082C	MOT1	12817.5
YER036C	ARB1	32856.8
YLR181C	VTA1	5710.05
Q0065	AI4	534.913
YGL252C	RTG2	7977.3
YGR155W	CYS4	54155.3
YGL137W	SEC27	22817.7
YKL012W	PRP40	3542.41
YBL092W	RPL32	35747.8
YHR029C	YHI9	2790.22
YJL054W	TIM54	9093.41
YPR024W	YME1	11541.1
YJL209W	CBP1	1815.42
YMR165C	PAH1	5031.71
YGR002C	SWC4	4325.56
YHR091C	MSR1	1410.41
YJR064W	CCT5	22158.8
YDR186C	YDR186C	3249.18
YFL042C	YFL042C	1337.76
YLR177W	YLR177W	1533.81
YDR505C	PSP1	3396.64
YDL159W	STE7	3119.74
YER157W	COG3	7366.35
YFR019W	FAB1	5043.32
YCR016W	YCR016W	15566.4
YOR090C	PTC5	2696.15
YNL123W	NMA111	20731.5
YJR117W	STE24	8877.47
YPR097W	YPR097W	9092.6
YNL290W	RFC3	7460.15
YBR212W	NGR1	2360.81
YGR145W	ENP2	14522.1
YOR334W	MRS2	823.741
YOR389W	YOR389W	2527.26
YNR048W	YNR048W	1070.23
YOR197W	MCA1	4770.95
YLR107W	REX3	1442.86
YDL063C	YDL063C	4898.33
YNL182C	IPI3	16415.4
YKL019W	RAM2	2713.22
YOR372C	NDD1	1365.56
YLL027W	ISA1	1322.28
YNL193W	YNL193W	2182.95
YPR143W	RRP15	4759.16
YNL175C	NOP13	27824.6
YOR349W	CIN1	2426.23
YLR015W	BRE2	5584.61
YKR069W	MET1	420.859
YPR070W	MED1	3885.33
YBL013W	FMT1	1736.66
YER166W	DNF1	10172.9
YJR053W	BFA1	1361
YLR036C	YLR036C	228.388
YHR100C	GEP4	1516.93
YOR377W	ATF1	3646.7
YBR150C	TBS1	2568
YDR387C	YDR387C	291.961
YKR014C	YPT52	5518.68
YOR018W	ROD1	2858.39
YDR141C	DOP1	13930.3
YHR150W	PEX28	639.162
YJL194W	CDC6	984.488
YPL269W	KAR9	345.473
YJR101W	RSM26	1060.58
YDL059C	RAD59	1842.1
YHR036W	BRL1	1629.63
YPR029C	APL4	5215.66
YMR128W	ECM16	22549.8
YDR280W	RRP45	5412.21
YOL109W	ZEO1	17480.1
YGR185C	TYS1	24579.7
YER172C	BRR2	19175.3
YML099C	ARG81	799.939
YGR031W	IMO32	1876.53
YJR078W	BNA2	750.816
YJL179W	PFD1	2750.71
YOR047C	STD1	593.985
YML010W	SPT5	24751.3
YGL086W	MAD1	8365.08
YBL027W	RPL19B	35371.5
YOR356W	CIR2	7975.43
YKR035W-A	DID2	3486.36
YOL149W	DCP1	2282.01
YPL153C	RAD53	4813.03
YFR014C	CMK1	3623.12
YPL175W	SPT14	1718
YEL055C	POL5	22584.2
YPL174C	NIP100	354.404
YOR259C	RPT4	12018.7
YIL109C	SEC24	18614.8
YLR186W	EMG1	9681.82
YLR003C	CMS1	7656.67
YDR216W	ADR1	9390.99
YGR126W	YGR126W	349.583
YGL243W	TAD1	2466.26
YGR034W	RPL26B	21708
YLR344W	RPL26A	1671.53
YBL063W	KIP1	2032.48
YJL041W	NSP1	21148.2
YJR005W	APL1	6897.89
YMR092C	AIP1	9798.96
YOR046C	DBP5	17255.6
YDR463W	STP1	687.754
YLL034C	RIX7	15064.9
YLR212C	TUB4	876.083
YDR267C	CIA1	1327.47
YML103C	NUP188	13744.8
YJR129C	YJR129C	2675.66
YGR234W	YHB1	18295.3
YGR167W	CLC1	12031.7
YBL035C	POL12	10994.1
YLR099C	ICT1	1143.52
YNL047C	SLM2	2239.52
YJL019W	MPS3	3423.1
YKR079C	TRZ1	4747.21
YEL031W	SPF1	33096.4
YBL084C	CDC27	1969.15
YKL092C	BUD2	6387.97
YLR223C	IFH1	1378.76
YBR003W	COQ1	4421.49
YCR011C	ADP1	6569.47
YDR004W	RAD57	762.367
YDR063W	AIM7	2159.55
YLR148W	PEP3	6239.71
YOR373W	NUD1	4202.65
YKL179C	COY1	13312.4
YBR017C	KAP104	7816.53
YBR229C	ROT2	9735.34
YBR035C	PDX3	9408.58
YCR063W	BUD31	3004.88
YDL120W	YFH1	59.5043
YIL111W	COX5B	1798.89
YJL003W	COX16	34.9866
YNL011C	YNL011C	1807.03
YPL017C	IRC15	402.28
YNL316C	PHA2	1383.76
YDL124W	YDL124W	8979.2
YJL050W	MTR4	30756.5
YLR398C	SKI2	19800
YHL004W	MRP4	3877.35
YLR399C	BDF1	12920.9
YGR061C	ADE6	40935.5
YPL179W	PPQ1	417.113
YOR337W	TEA1	1950.8
YBR120C	CBP6	2021.62
YPR155C	NCA2	1643.02
YOL102C	TPT1	1433.26
YEL032W	MCM3	13412
YIR008C	PRI1	5688.8
YHL023C	NPR3	1794.17
YOL045W	PSK2	6524.16
YOL100W	PKH2	4819.24
YJL201W	ECM25	4405.2
YPL176C	TRE1	2330.13
YOR239W	ABP140	12975.8
YHR189W	PTH1	215.674
YOR361C	PRT1	27254.1
YER047C	SAP1	3429.76
YLR384C	IKI3	20348.1
YDR359C	EAF1	7086.85
YOR261C	RPN8	11129.2
YKL081W	TEF4	45567.4
YJR015W	YJR015W	2232.71
YBL097W	BRN1	4314.9
YLR240W	VPS34	2008.44
YCR087C-A	YCR087C-A	1882.19
YIL159W	BNR1	2185.07
YJR036C	HUL4	190.393
YJR095W	SFC1	1097.27
YMR180C	CTL1	462.563
YMR206W	YMR206W	35.2843
YOR222W	ODC2	7749.38
YPR152C	URN1	2778.48
YJR041C	URB2	10145.5
YDR266C	YDR266C	9090.11
YDR439W	LRS4	2229.53
YIL005W	EPS1	8540.48
YPR020W	ATP20	1329.79
YHR137W	ARO9	3187.17
YDR058C	TGL2	1248.65
YGL022W	STT3	10661.5
YPR169W	JIP5	8019.57
YGR187C	HGH1	8907.47
YLR289W	GUF1	1392.05
YML115C	VAN1	3872.77
YLR342W	FKS1	17865.6
YML110C	COQ5	5985.92
YPL083C	SEN54	1798.33
YDR194C	MSS116	10252.3
YNL125C	ESBP6	1318.66
YMR318C	ADH6	16208
YHL007C	STE20	12130.1
YKR024C	DBP7	9505.48
YMR259C	YMR259C	14121.8
YKL139W	CTK1	3642.59
YML041C	VPS71	945.897
YGR286C	BIO2	7771.98
YBR086C	IST2	18746.4
YOR215C	AIM41	2803.77
YBR135W	CKS1	2909.71
YMR219W	ESC1	8447.8
YHR080C	YHR080C	1507.78
YKL171W	NNK1	1034.9
YML065W	ORC1	6777.67
YIL074C	SER33	4476.67
YBR198C	TAF5	10113.7
YGR032W	GSC2	23888.5
YPL222W	FMP40	2486.86
YKL151C	YKL151C	1820.97
YDR452W	PPN1	5802.55
YHR179W	OYE2	32177.5
YLR087C	CSF1	3993.53
YAL044W-A	YAL044W-A	6180.67
YER065C	ICL1	4176.9
YDL174C	DLD1	3402.13
YLR328W	NMA1	3015.96
YGR194C	XKS1	2868.58
YMR032W	HOF1	1158.61
YJL172W	CPS1	7198.18
YPL012W	RRP12	18888.5
YBL105C	PKC1	12158.9
YKL122C	SRP21	2554.93
YOL072W	THP1	1536.41
YDL014W	NOP1	24464.8
YPL219W	PCL8	1230.97
YOL064C	MET22	10576.7
YML051W	GAL80	1599.48
YDR515W	SLF1	5460.09
YBL017C	PEP1	22921.4
YML023C	NSE5	1897.34
YNL225C	CNM67	4637.29
YLR454W	FMP27	11128.5
YHR172W	SPC97	4312.64
YNR038W	DBP6	8300.02
YGR171C	MSM1	3263.19
YKR084C	HBS1	8977.12
YNL115C	YNL115C	2242.13
YJL002C	OST1	4923
YDR345C	HXT3	14908.8
YHR094C	HXT1	8005.66
YHR096C	HXT5	271.686
YCR012W	PGK1	110700
YKR056W	TRM2	7367.13
YNL129W	NRK1	4373.87
YJL084C	ALY2	5133.07
YDR443C	SSN2	2950.32
YNL037C	IDH1	3086.92
YFR004W	RPN11	9123.61
YPR122W	AXL1	5102.78
YDR458C	HEH2	6573.48
YLR371W	ROM2	3363.15
YDR028C	REG1	9586.65
YGR238C	KEL2	3601.78
YPR008W	HAA1	3300.51
YER022W	SRB4	5184.74
YIL075C	RPN2	28646.2
YDR477W	SNF1	8097.07
YMR158W	MRPS8	2516.37
YJL153C	INO1	2043.6
YDR180W	SCC2	6286.57
YBL059W	YBL059W	1035.73
YOR260W	GCD1	6986.68
YNL096C	RPS7B	42447.1
YOR096W	RPS7A	3718.62
YGR193C	PDX1	8681.36
YDR390C	UBA2	11984
YDR217C	RAD9	5465.7
YDR282C	YDR282C	1260.1
YDR104C	SPO71	1263.01
YMR130W	YMR130W	3474.85
YAL013W	DEP1	5133.33
YEL043W	YEL043W	3588.62
YFR048W	RMD8	2295.43
YPL078C	ATP4	2329.13
YJL085W	EXO70	4911.57
YIL017C	VID28	2011.44
YJL110C	GZF3	4135.99
YGL073W	HSF1	5305.52
YLR284C	ECI1	1856.47
YHL009C	YAP3	3544.83
YML046W	PRP39	3331.81
YBR216C	YBP1	4707.49
YDR268W	MSW1	2143.77
YOL080C	REX4	6380.87
YOR303W	CPA1	13231.4
YFR005C	SAD1	4857.78
YDR358W	GGA1	5629.26
YNL239W	LAP3	3836.13
YPL048W	CAM1	21431.9
YJL128C	PBS2	8244.59
YCR030C	SYP1	7205.31
YNL093W	YPT53	1107.42
YOL055C	THI20	3452.68
YKL042W	SPC42	2297.97
YGR010W	NMA2	2824.96
Q0045	COX1	388.977
YPL031C	PHO85	2886.83
YEL034W	HYP2	31384.2
YJR047C	ANB1	1636.56
YHR030C	SLT2	3429.67
YLR113W	HOG1	5920.67
YLR451W	LEU3	1461.49
YBL099W	ATP1	19726.9
YPL101W	ELP4	4454.21
YLR290C	YLR290C	3093.15
YNL065W	AQR1	509.644
YKR029C	SET3	5756.1
YPL072W	UBP16	576.307
YOR245C	DGA1	1522.57
YER114C	BOI2	6948.62
YOR336W	KRE5	8384.08
YMR093W	UTP15	7503.81
YIL026C	IRR1	7080.89
YCR042C	TAF2	6504.69
YMR212C	EFR3	9288.84
YMR111C	YMR111C	1059.99
YLR452C	SST2	11263.4
YOR004W	UTP23	6918.95
YOR308C	SNU66	2661.94
YMR280C	CAT8	1064.69
YNL264C	PDR17	7262.21
YLR131C	ACE2	1730.49
YOR244W	ESA1	1803.23
YCR094W	CDC50	3591.35
YNL048W	ALG11	9725.87
YDR406W	PDR15	8803.54
YLR153C	ACS2	27488.6
YDR494W	RSM28	3132.79
YNL248C	RPA49	17931.8
YJL123C	MTC1	10152.1
YNR040W	YNR040W	2303.93
YLR441C	RPS1A	57059.9
YML063W	RPS1B	5570.68
YMR301C	ATM1	5351.92
YKR072C	SIS2	6010.14
YNR034W	SOL1	3116.06
YDR204W	COQ4	1685.79
YDR376W	ARH1	3587.42
YDR166C	SEC5	5758.71
YIL016W	SNL1	1812.86
YFR015C	GSY1	1995.07
YOR272W	YTM1	12144.8
YNL177C	MRPL22	1791.66
YNL104C	LEU4	11862.9
YER008C	SEC3	8857.32
YNL068C	FKH2	4552.28
YPR104C	FHL1	6034.25
YDR251W	PAM1	6291.05
YGR244C	LSC2	5782.13
YPL032C	SVL3	7470.48
YDL091C	UBX3	1835.5
YHR168W	MTG2	2060.27
YIR006C	PAN1	17322.1
YDR050C	TPI1	62262.3
YNL284C	MRPL10	3956.69
YNL091W	NST1	10436.2
YIL173W	VTH1	2166.86
YDR412W	RRP17	7356.55
YJR008W	YJR008W	654.509
YNL062C	GCD10	4378.35
YKR062W	TFA2	5100.33
YBR267W	REI1	8891.6
YBR237W	PRP5	4209.65
YIL160C	POT1	1162.86
YNL286W	CUS2	3302.69
YDR499W	LCD1	2122.3
YBR264C	YPT10	4203.5
YDR062W	LCB2	10187.1
YDL035C	GPR1	1404.75
YMR304W	UBP15	6677.64
YML071C	COG8	6373.68
YML017W	PSP2	13035.4
YLR180W	SAM1	13461
YDL113C	ATG20	3885.78
YDR301W	CFT1	10190
YLR197W	NOP56	33185.9
YEL005C	VAB2	742.422
YEL066W	HPA3	1200.5
YER064C	YER064C	1490.79
YKL088W	CAB3	3917.76
YGL113W	SLD3	406.184
YBR126C	TPS1	6264.49
YDR466W	PKH3	4201.88
YKL029C	MAE1	13460.2
YML050W	AIM32	890.269
YKR048C	NAP1	8238.84
YOL083W	ATG34	794.49
YPL043W	NOP4	20102.1
YPL006W	NCR1	3157.28
YKR044W	UIP5	437.633
YAL051W	OAF1	2716.71
YBR225W	YBR225W	3361.44
YPR174C	YPR174C	1168.04
YKL057C	NUP120	4898.13
YMR309C	NIP1	24942.3
YCR093W	CDC39	23128.6
YOR115C	TRS33	2189.02
YKR027W	BCH2	1715.76
YLR438W	CAR2	7542.31
YML091C	RPM2	4948.71
YPL171C	OYE3	256.408
YGL031C	RPL24A	17737.7
YGR148C	RPL24B	7110.49
YDR335W	MSN5	7737.95
YGL202W	ARO8	22551
YGL035C	MIG1	2898.73
YPR066W	UBA3	146.873
YCL044C	MGR1	5241.74
YDR229W	IVY1	2122.65
YDR383C	NKP1	1754.45
YER174C	GRX4	3313.78
YBL086C	YBL086C	2794.56
YLR044C	PDC1	135265
YNL163C	RIA1	16131.1
YPL242C	IQG1	1728.94
YBL075C	SSA3	1950.43
YER103W	SSA4	4252.25
YDR162C	NBP2	2256.24
YER069W	ARG5,6	8108.38
YER144C	UBP5	1891.95
YDR235W	PRP42	2656.33
YOR191W	ULS1	4981.83
YNL063W	MTQ1	387.616
YDR060W	MAK21	23409.8
YFL014W	HSP12	2217.28
YHR026W	VMA16	3473.54
YMR047C	NUP116	9413.98
YIL056W	VHR1	1235.02
YNL035C	YNL035C	6868.03
YOR310C	NOP58	25222
YLR174W	IDP2	2804.3
YNL009W	IDP3	1944.85
YML123C	PHO84	22.7737
YMR075W	RCO1	5860.34
YOL148C	SPT20	2196.33
YPL167C	REV3	95.0982
YKL109W	HAP4	867.372
YDR130C	FIN1	2420.79
YDL003W	MCD1	4635.21
YMR242C	RPL20A	34204.9
YJL058C	BIT61	416.752
YIL161W	YIL161W	1425.54
YDR061W	YDR061W	3878.02
YOR138C	RUP1	4289.83
YMR153W	NUP53	8100.81
YEL058W	PCM1	9344.03
YLR354C	TAL1	24481.3
YOL111C	MDY2	9133.26
YAL043C	PTA1	7689.28
YOR151C	RPB2	38391.6
YGL236C	MTO1	2725.03
YGL244W	RTF1	10282.9
YCR032W	BPH1	4331.96
YDR419W	RAD30	3290.06
YBL106C	SRO77	5900.1
YBL047C	EDE1	27379.3
YDR507C	GIN4	16126.8
YER024W	YAT2	1054.13
YGR006W	PRP18	696.775
YBL101C	ECM21	6085.9
YKR022C	NTR2	152.163
YDR434W	GPI17	3395.82
YLR362W	STE11	3033.45
YOL084W	PHM7	642.101
YER033C	ZRG8	1101.98
YIL137C	TMA108	15700.4
YLL001W	DNM1	8717.5
YBL054W	TOD6	4814.52
YKR080W	MTD1	3581.95
YOL032W	OPI10	1501.65
YDR030C	RAD28	207.957
YDR006C	SOK1	5109.19
YDR430C	CYM1	12649.4
YMR039C	SUB1	6488.62
YOR322C	LDB19	2896.79
YPL147W	PXA1	838.693
YAL033W	POP5	1726.04
YPR030W	CSR2	698.498
YEL007W	YEL007W	2388.08
YHR166C	CDC23	570.433
YNR049C	MSO1	1754.05
YLR225C	YLR225C	4293.61
YDR207C	UME6	4422.56
YJL046W	AIM22	1545.69
YCR008W	SAT4	4235.37
YER075C	PTP3	2677.93
YKL205W	LOS1	9331.76
YOL036W	YOL036W	1600.08
YPL115C	BEM3	6038.38
YER132C	PMD1	4540.26
YHR106W	TRR2	714.524
YNL257C	SIP3	7121.1
YHR155W	YSP1	1964.69
YLR237W	THI7	1838.3
YPL084W	BRO1	13138.1
YLR208W	SEC13	6914.56
YBR275C	RIF1	10367
YMR247C	RKR1	12052
YOL019W	YOL019W	3388.2
YMR226C	YMR226C	10776.6
YBR036C	CSG2	1937.46
YGL036W	YGL036W	6568.09
YDL066W	IDP1	12612.3
YDL181W	INH1	897.233
YDL230W	PTP1	3109.57
YMR255W	GFD1	1672.65
YIL147C	SLN1	4154.9
YBR191W	RPL21A	17438.7
YLR309C	IMH1	15555
R0040C	REP2	3484.83
YNL273W	TOF1	6158.97
YNL240C	NAR1	2643.15
YBR083W	TEC1	1647.03
YOR099W	KTR1	14971.2
YGR102C	GTF1	1049.55
YPL204W	HRR25	6224.1
YER123W	YCK3	4230.26
YHR135C	YCK1	8920
YER015W	FAA2	1731.22
YPR125W	YLH47	6595.36
YLR304C	ACO1	14846.3
R0020C	REP1	4400.28
YPL059W	GRX5	1696.6
YKR077W	MSA2	499.623
YGL167C	PMR1	13472.4
YMR118C	YMR118C	123.975
YFL047W	RGD2	9993.87
YGR255C	COQ6	4799.09
YPR141C	KAR3	4729.44
YHR191C	CTF8	1406.65
YPR079W	MRL1	1297.82
YJR088C	EMC2	3162.69
YJR098C	YJR098C	1026.61
YPR040W	TIP41	2700.71
YDR513W	GRX2	5826.1
YML092C	PRE8	8532.74
YNL051W	COG5	3719.47
YMR227C	TAF7	6098.16
YDR153C	ENT5	7458.3
YHR084W	STE12	6154.18
YDR518W	EUG1	5353.73
YCR079W	PTC6	1348.35
YBL024W	NCL1	22602.9
YNR013C	PHO91	5476.16
YOR157C	PUP1	3469.3
YOR054C	VHS3	1357.63
YDR169C	STB3	2451.77
YER129W	SAK1	3277.07
YPR187W	RPO26	1979.72
YOR165W	SEY1	12514.9
YPL068C	YPL068C	699.068
YBL033C	RIB1	5022.8
YCR067C	SED4	5090.89
YNL064C	YDJ1	31658.8
YLR075W	RPL10	37958.6
YOL112W	MSB4	1579.81
YIL108W	YIL108W	6153.12
YHR170W	NMD3	5433.58
YKR036C	CAF4	5055.27
YOR145C	PNO1	5986.15
YOR162C	YRR1	371.73
YDR171W	HSP42	2632.79
YBL076C	ILS1	88630.7
YGR161C	RTS3	270.791
YML021C	UNG1	3154.86
YPL028W	ERG10	19756.7
YJL146W	IDS2	993.224
YDL007W	RPT2	11084
YDR188W	CCT6	15905.8
YOL031C	SIL1	4105.23
YMR110C	HFD1	3808.87
YOR262W	YOR262W	2654.93
YDR020C	DAS2	3991.14
YDR137W	RGP1	2872.1
YDR019C	GCV1	2472.81
YOL063C	CRT10	1103.41
YNL085W	MKT1	14722.5
YOR362C	PRE10	8284.89
YMR036C	MIH1	471.196
YER077C	YER077C	2953.43
YPR190C	RPC82	8320.5
YLR291C	GCD7	7848.97
YML105C	SEC65	8660.9
YAL016W	TPD3	14534.9
YCL010C	SGF29	1927.02
YHR118C	ORC6	3696.37
YPR164W	MMS1	4502.8
YJL196C	ELO1	974.223
YOR066W	MSA1	761.08
YPL139C	UME1	4922.88
YAL026C	DRS2	10887
YNL082W	PMS1	1895.33
YJL156C	SSY5	3398.01
YBL059C-A	CMC2	2060.66
YCL040W	GLK1	6032.17
YBR009C	HHF1	12759.2
YGR214W	RPS0A	23794.7
YLR048W	RPS0B	6359.46
YNL076W	MKS1	3550.94
YOL113W	SKM1	476.417
YER169W	RPH1	3891.81
YGL233W	SEC15	4301.98
YHR195W	NVJ1	1727.98
YGL190C	CDC55	7917.92
YGR095C	RRP46	1165.12
YGR210C	YGR210C	10039.2
YCL030C	HIS4	29929.7
YOR285W	RDL1	4102.79
YLR133W	CKI1	5306.37
YHR052W	CIC1	15773.2
YKL128C	PMU1	6759.81
YGR068C	ART5	4273.95
YPL008W	CHL1	1072.02
YPR112C	MRD1	26936.9
YML027W	YOX1	1151.21
YOR109W	INP53	12157.4
YOR153W	PDR5	27157.6
YER162C	RAD4	3142.97
YHL008C	YHL008C	1148.08
YMR029C	FAR8	6603.24
YNL284C-B	YNL284C-B	116.024
YHR197W	RIX1	14272.8
YOR353C	SOG2	3883.04
YPL089C	RLM1	2697.26
YHR031C	RRM3	1818.7
YOR296W	YOR296W	1998.32
YDR257C	RKM4	4614.06
YFR028C	CDC14	4904.44
YDL207W	GLE1	2316.91
YNL134C	YNL134C	11029.4
YMR023C	MSS1	736.573
YBL009W	ALK2	3256.63
YML025C	YML6	4929.06
YKL034W	TUL1	2083.71
YPL123C	RNY1	1151
YOR243C	PUS7	15501.6
YER171W	RAD3	10160.7
YOR317W	FAA1	15346.7
YDR049W	VMS1	2870.02
YEL046C	GLY1	25142.4
YDR081C	PDC2	4081.7
YMR275C	BUL1	8499.59
YDL080C	THI3	1390.06
YKL104C	GFA1	20439.6
YKR011C	YKR011C	1037.6
YJR148W	BAT2	1252.9
YHR208W	BAT1	18454.9
YLR401C	DUS3	12061.5
YGL178W	MPT5	2619.59
YHL039W	EFM1	8009.16
YDR539W	FDC1	3524.6
YDR342C	HXT7	3462.39
YDR343C	HXT6	140.152
YBR233W	PBP2	1675.03
YJR067C	YAE1	2597.34
YDL175C	AIR2	3668.61
YKL048C	ELM1	1238.88
YBR281C	DUG2	5250.83
YFL022C	FRS2	31417.7
YNL295W	YNL295W	632.567
YBR048W	RPS11B	24434.8
YNL138W	SRV2	14679
YPL065W	VPS28	1583.71
YOL082W	ATG19	1835.59
YOR118W	RTC5	5296.84
YER176W	ECM32	9200.39
YPR117W	YPR117W	215.799
YNL095C	YNL095C	1748.85
YHR025W	THR1	4311.64
YPL024W	RMI1	1630.48
YFL023W	BUD27	10737.3
YIL038C	NOT3	14093.5
YPR140W	TAZ1	638.032
YKL025C	PAN3	4129.31
YDL215C	GDH2	3443.13
YKL127W	PGM1	10544.6
YER056C	FCY2	3129.1
YGR169C	PUS6	1331.67
YBR033W	EDS1	673.986
YOL051W	GAL11	7858.06
YBR066C	NRG2	137.373
YDL102W	POL3	14495
YPL097W	MSY1	2507.5
YDR201W	SPC19	1006.72
YMR313C	TGL3	2362.97
YOR319W	HSH49	1164.44
YOL033W	MSE1	1673.15
YHR040W	BCD1	2273.37
YHR086W	NAM8	1896.02
YLR360W	VPS38	613.816
YBL046W	PSY4	3301.36
YLR108C	YLR108C	5281.31
YDL177C	YDL177C	189.547
YEL071W	DLD3	18457.8
YDR520C	URC2	888.339
YOL043C	NTG2	408.696
YDR423C	CAD1	2903.69
YDR222W	YDR222W	2137.34
YNL181W	YNL181W	4266.49
YDR292C	SRP101	14411.5
YAL048C	GEM1	2301.16
YAR018C	KIN3	3127.08
YKL121W	DGR2	1343.05
YJL047C	RTT101	3914.09
YGL006W	PMC1	6575.44
YDL030W	PRP9	3576.32
YLR063W	YLR063W	3399.95
YJR092W	BUD4	11514
YJR103W	URA8	5320.76
YAL062W	GDH3	7280.91
YOR375C	GDH1	25262.5
YDR322W	MRPL35	3255.47
YOR095C	RKI1	4962.95
YNL243W	SLA2	11648.8
YAR002C-A	ERP1	6203.1
YDL239C	ADY3	1241.3
YGR278W	CWC22	2866.66
YKL033W	TTI1	3371.73
YPR107C	YTH1	1192.85
YDL134C	PPH21	4646.38
YDL188C	PPH22	570.897
YOL052C	SPE2	8045.95
YGR261C	APL6	10498
YOL117W	RRI2	811.957
YNL222W	SSU72	1288.2
YGR071C	YGR071C	1747.96
YGR288W	MAL13	154.934
YER001W	MNN1	18930.9
YPR049C	ATG11	3812.57
YFR037C	RSC8	10900.8
YEL020C	YEL020C	1736.27
YMR223W	UBP8	1283.15
YOR210W	RPB10	6346.03
YBR297W	MAL33	314.069
YKL055C	OAR1	595.043
YGR266W	YGR266W	6396.93
YHR110W	ERP5	478.924
YHR075C	PPE1	946.69
YGR133W	PEX4	310.531
YBR096W	YBR096W	1475.87
YDR098C	GRX3	6384
YIR037W	HYR1	3479.06
YBL037W	APL3	7961.66
YMR214W	SCJ1	8706.01
YIR021W	MRS1	2013.39
YDL238C	GUD1	1705.53
YGR024C	THG1	1766.13
YJL190C	RPS22A	19636.6
YPL007C	TFC8	2440.14
YFL016C	MDJ1	5590.8
YNL312W	RFA2	5677.03
YLR167W	RPS31	12105.5
YLR083C	EMP70	9659.35
YDL168W	SFA1	9170.13
YDR527W	RBA50	7903.53
YBR205W	KTR3	9865.87
YDR096W	GIS1	3729.1
YGL064C	MRH4	2872.75
YDR165W	TRM82	13591.3
YGR049W	SCM4	1753.3
YPL064C	CWC27	1790.38
YML034W	SRC1	4891.47
YNR039C	ZRG17	1881.19
YKL188C	PXA2	608.908
YJR084W	YJR084W	1739.78
YGR040W	KSS1	2374.15
YHR111W	UBA4	4060.36
YHL013C	OTU2	7034.5
YDL144C	YDL144C	2288.47
YHR109W	CTM1	1492.25
YDR202C	RAV2	3552.8
YOR110W	TFC7	3836.73
YOR220W	RCN2	4404.84
YMR187C	YMR187C	126.142
YMR138W	CIN4	645.822
YPR045C	THP3	1874.74
YDR395W	SXM1	15080.5
YPL260W	YPL260W	9392.16
YPL018W	CTF19	1032.46
YER154W	OXA1	2433.87
YBR059C	AKL1	8855.38
YDL237W	AIM6	2979.24
YKR049C	FMP46	691.941
YER098W	UBP9	485.366
YEL052W	AFG1	1874.45
YJR003C	YJR003C	5364.48
YLR239C	LIP2	1954.64
YMR308C	PSE1	10131.7
YEL029C	BUD16	2305.9
YGR072W	UPF3	3605.62
YBR011C	IPP1	29866.5
YPR060C	ARO7	14457.5
YPL112C	PEX25	3475.34
YBR199W	KTR4	12428.8
YGR263C	SAY1	1560.04
YLR314C	CDC3	11660.5
YEL048C	TCA17	460.026
YEL002C	WBP1	6149.31
YFL044C	OTU1	2226.44
YIR023W	DAL81	2409.56
YBR286W	APE3	27563.8
YMR228W	MTF1	1414.63
YOR051C	ETT1	14051.9
YMR160W	YMR160W	2999.22
